timestamp;n_envase;subgrupo;pos_subgrupo;peso_g
2024-06-15 08:00:00;1;1;1;152,25
2024-06-15 08:00:03;2;1;2;151,29
2024-06-15 08:00:06;3;1;3;152,47
2024-06-15 08:00:09;4;1;4;153,78
2024-06-15 08:00:12;5;1;5;151,15
2024-06-15 08:00:15;6;2;1;151,15
2024-06-15 08:00:18;7;2;2;153,87
2024-06-15 08:00:21;8;2;3;152,65
2024-06-15 08:00:24;9;2;4;150,8
2024-06-15 08:00:27;10;2;5;152,31
2024-06-15 08:00:30;11;3;1;150,8
2024-06-15 08:00:33;12;3;2;150,8
2024-06-15 08:00:36;13;3;3;151,86
2024-06-15 08:00:39;14;3;4;148,63
2024-06-15 08:00:42;15;3;5;148,91
2024-06-15 08:00:45;16;4;1;150,66
2024-06-15 08:00:48;17;4;2;149,98
2024-06-15 08:00:51;18;4;3;151,97
2024-06-15 08:00:54;19;4;4;150,14
2024-06-15 08:00:57;20;4;5;149,38
2024-06-15 08:01:00;21;5;1;153,7
2024-06-15 08:01:03;22;5;2;151,16
2024-06-15 08:01:06;23;5;3;151,6
2024-06-15 08:01:09;24;5;4;149,36
2024-06-15 08:01:12;25;5;5;150,68
2024-06-15 08:01:15;26;6;1;151,67
2024-06-15 08:01:18;27;6;2;149,77
2024-06-15 08:01:21;28;6;3;152,06
2024-06-15 08:01:24;29;6;4;150,6
2024-06-15 08:01:27;30;6;5;151,06
2024-06-15 08:01:30;31;7;1;150,6
2024-06-15 08:01:33;32;7;2;154,28
2024-06-15 08:01:36;33;7;3;151,48
2024-06-15 08:01:39;34;7;4;149,91
2024-06-15 08:01:42;35;7;5;152,73
2024-06-15 08:01:45;36;8;1;149,67
2024-06-15 08:01:48;37;8;2;151,81
2024-06-15 08:01:51;38;8;3;148,56
2024-06-15 08:01:54;39;8;4;149,51
2024-06-15 08:01:57;40;8;5;151,8
2024-06-15 08:02:00;41;9;1;152,61
2024-06-15 08:02:03;42;9;2;151,76
2024-06-15 08:02:06;43;9;3;151,33
2024-06-15 08:02:09;44;9;4;151,05
2024-06-15 08:02:12;45;9;5;149,28
2024-06-15 08:02:15;46;10;1;150,42
2024-06-15 08:02:18;47;10;2;150,81
2024-06-15 08:02:21;48;10;3;153,09
2024-06-15 08:02:24;49;10;4;152,02
2024-06-15 08:02:27;50;10;5;148,86
2024-06-15 08:02:30;51;11;1;151,99
2024-06-15 08:02:33;52;11;2;150,92
2024-06-15 08:02:36;53;11;3;150,48
2024-06-15 08:02:39;54;11;4;152,42
2024-06-15 08:02:42;55;11;5;153,05
2024-06-15 08:02:45;56;12;1;152,9
2024-06-15 08:02:48;57;12;2;150,24
2024-06-15 08:02:51;58;12;3;151,04
2024-06-15 08:02:54;59;12;4;152,0
2024-06-15 08:02:57;60;12;5;152,96
2024-06-15 08:03:00;61;13;1;150,78
2024-06-15 08:03:03;62;13;2;151,22
2024-06-15 08:03:06;63;13;3;149,84
2024-06-15 08:03:09;64;13;4;149,71
2024-06-15 08:03:12;65;13;5;152,72
2024-06-15 08:03:15;66;14;1;153,53
2024-06-15 08:03:18;67;14;2;151,39
2024-06-15 08:03:21;68;14;3;153,01
2024-06-15 08:03:24;69;14;4;152,04
2024-06-15 08:03:27;70;14;5;150,53
2024-06-15 08:03:30;71;15;1;152,04
2024-06-15 08:03:33;72;15;2;153,81
2024-06-15 08:03:36;73;15;3;151,45
2024-06-15 08:03:39;74;15;4;153,85
2024-06-15 08:03:42;75;15;5;147,57
2024-06-15 08:03:45;76;16;1;152,73
2024-06-15 08:03:48;77;16;2;151,63
2024-06-15 08:03:51;78;16;3;151,05
2024-06-15 08:03:54;79;16;4;151,64
2024-06-15 08:03:57;80;16;5;148,52
2024-06-15 08:04:00;81;17;1;151,17
2024-06-15 08:04:03;82;17;2;152,04
2024-06-15 08:04:06;83;17;3;153,72
2024-06-15 08:04:09;84;17;4;150,72
2024-06-15 08:04:12;85;17;5;150,29
2024-06-15 08:04:15;86;18;1;150,75
2024-06-15 08:04:18;87;18;2;152,87
2024-06-15 08:04:21;88;18;3;151,99
2024-06-15 08:04:24;89;18;4;150,71
2024-06-15 08:04:27;90;18;5;152,27
2024-06-15 08:04:30;91;19;1;151,65
2024-06-15 08:04:33;92;19;2;152,95
2024-06-15 08:04:36;93;19;3;150,45
2024-06-15 08:04:39;94;19;4;151,01
2024-06-15 08:04:42;95;19;5;150,91
2024-06-15 08:04:45;96;20;1;149,3
2024-06-15 08:04:48;97;20;2;151,94
2024-06-15 08:04:51;98;20;3;151,89
2024-06-15 08:04:54;99;20;4;151,51
2024-06-15 08:04:57;100;20;5;151,15
2024-06-15 08:05:00;101;21;1;149,38
2024-06-15 08:05:03;102;21;2;150,87
2024-06-15 08:05:06;103;21;3;150,99
2024-06-15 08:05:09;104;21;4;150,3
2024-06-15 08:05:12;105;21;5;151,26
2024-06-15 08:05:15;106;22;1;152,11
2024-06-15 08:05:18;107;22;2;154,33
2024-06-15 08:05:21;108;22;3;151,76
2024-06-15 08:05:24;109;22;4;151,89
2024-06-15 08:05:27;110;22;5;151,39
2024-06-15 08:05:30;111;23;1;148,62
2024-06-15 08:05:33;112;23;2;151,46
2024-06-15 08:05:36;113;23;3;151,59
2024-06-15 08:05:39;114;23;4;155,19
2024-06-15 08:05:42;115;23;5;151,21
2024-06-15 08:05:45;116;24;1;151,95
2024-06-15 08:05:48;117;24;2;151,45
2024-06-15 08:05:51;118;24;3;149,75
2024-06-15 08:05:54;119;24;4;153,21
2024-06-15 08:05:57;120;24;5;152,63
2024-06-15 08:06:00;121;25;1;152,69
2024-06-15 08:06:03;122;25;2;150,14
2024-06-15 08:06:06;123;25;3;153,6
2024-06-15 08:06:09;124;25;4;149,4
2024-06-15 08:06:12;125;25;5;152,38
2024-06-15 08:06:15;126;26;1;154,79
2024-06-15 08:06:18;127;26;2;150,01
2024-06-15 08:06:21;128;26;3;150,65
2024-06-15 08:06:24;129;26;4;151,65
2024-06-15 08:06:27;130;26;5;150,74
2024-06-15 08:06:30;131;27;1;149,17
2024-06-15 08:06:33;132;27;2;151,6
2024-06-15 08:06:36;133;27;3;149,91
2024-06-15 08:06:39;134;27;4;152,21
2024-06-15 08:06:42;135;27;5;150,12
2024-06-15 08:06:45;136;28;1;153,82
2024-06-15 08:06:48;137;28;2;150,33
2024-06-15 08:06:51;138;28;3;151,02
2024-06-15 08:06:54;139;28;4;152,72
2024-06-15 08:06:57;140;28;5;149,65
2024-06-15 08:07:00;141;29;1;151,84
2024-06-15 08:07:03;142;29;2;153,46
2024-06-15 08:07:06;143;29;3;149,09
2024-06-15 08:07:09;144;29;4;151,78
2024-06-15 08:07:12;145;29;5;151,89
2024-06-15 08:07:15;146;30;1;152,67
2024-06-15 08:07:18;147;30;2;149,64
2024-06-15 08:07:21;148;30;3;149,52
2024-06-15 08:07:24;149;30;4;152,28
2024-06-15 08:07:27;150;30;5;151,95
2024-06-15 08:07:30;151;31;1;151,88
2024-06-15 08:07:33;152;31;2;152,02
2024-06-15 08:07:36;153;31;3;150,48
2024-06-15 08:07:39;154;31;4;151,85
2024-06-15 08:07:42;155;31;5;151,94
2024-06-15 08:07:45;156;32;1;150,43
2024-06-15 08:07:48;157;32;2;154,3
2024-06-15 08:07:51;158;32;3;152,21
2024-06-15 08:07:54;159;32;4;149,71
2024-06-15 08:07:57;160;32;5;152,48
2024-06-15 08:08:00;161;33;1;150,04
2024-06-15 08:08:03;162;33;2;152,68
2024-06-15 08:08:06;163;33;3;153,24
2024-06-15 08:08:09;164;33;4;150,27
2024-06-15 08:08:12;165;33;5;152,95
2024-06-15 08:08:15;166;34;1;152,12
2024-06-15 08:08:18;167;34;2;152,73
2024-06-15 08:08:21;168;34;3;154,35
2024-06-15 08:08:24;169;34;4;151,13
2024-06-15 08:08:27;170;34;5;150,37
2024-06-15 08:08:30;171;35;1;150,17
2024-06-15 08:08:33;172;35;2;150,28
2024-06-15 08:08:36;173;35;3;151,38
2024-06-15 08:08:39;174;35;4;152,01
2024-06-15 08:08:42;175;35;5;151,92
2024-06-15 08:08:45;176;36;1;152,74
2024-06-15 08:08:48;177;36;2;151,52
2024-06-15 08:08:51;178;36;3;153,68
2024-06-15 08:08:54;179;36;4;151,1
2024-06-15 08:08:57;180;36;5;155,58
2024-06-15 08:09:00;181;37;1;152,44
2024-06-15 08:09:03;182;37;2;150,21
2024-06-15 08:09:06;183;37;3;149,89
2024-06-15 08:09:09;184;37;4;152,22
2024-06-15 08:09:12;185;37;5;151,16
2024-06-15 08:09:15;186;38;1;152,57
2024-06-15 08:09:18;187;38;2;152,21
2024-06-15 08:09:21;188;38;3;151,39
2024-06-15 08:09:24;189;38;4;150,23
2024-06-15 08:09:27;190;38;5;149,23
2024-06-15 08:09:30;191;39;1;150,83
2024-06-15 08:09:33;192;39;2;152,78
2024-06-15 08:09:36;193;39;3;151,82
2024-06-15 08:09:39;194;39;4;149,63
2024-06-15 08:09:42;195;39;5;151,76
2024-06-15 08:09:45;196;40;1;152,08
2024-06-15 08:09:48;197;40;2;150,17
2024-06-15 08:09:51;198;40;3;151,73
2024-06-15 08:09:54;199;40;4;151,59
2024-06-15 08:09:57;200;40;5;149,79
2024-06-15 08:10:00;201;41;1;152,04
2024-06-15 08:10:03;202;41;2;152,34
2024-06-15 08:10:06;203;41;3;153,12
2024-06-15 08:10:09;204;41;4;153,08
2024-06-15 08:10:12;205;41;5;149,43
2024-06-15 08:10:15;206;42;1;150,09
2024-06-15 08:10:18;207;42;2;152,27
2024-06-15 08:10:21;208;42;3;152,27
2024-06-15 08:10:24;209;42;4;152,27
2024-06-15 08:10:27;210;42;5;157,28
2024-06-15 08:10:30;211;43;1;152,36
2024-06-15 08:10:33;212;43;2;153,2
2024-06-15 08:10:36;213;43;3;152,93
2024-06-15 08:10:39;214;43;4;152,48
2024-06-15 08:10:42;215;43;5;151,03
2024-06-15 08:10:45;216;44;1;152,64
2024-06-15 08:10:48;217;44;2;150,34
2024-06-15 08:10:51;218;44;3;151,14
2024-06-15 08:10:54;219;44;4;150,77
2024-06-15 08:10:57;220;44;5;151,62
2024-06-15 08:11:00;221;45;1;154,97
2024-06-15 08:11:03;222;45;2;148,7
2024-06-15 08:11:06;223;45;3;152,53
2024-06-15 08:11:09;224;45;4;149,08
2024-06-15 08:11:12;225;45;5;150,79
2024-06-15 08:11:15;226;46;1;153,13
2024-06-15 08:11:18;227;46;2;151,6
2024-06-15 08:11:21;228;46;3;149,88
2024-06-15 08:11:24;229;46;4;150,43
2024-06-15 08:11:27;230;46;5;152,52
2024-06-15 08:11:30;231;47;1;150,4
2024-06-15 08:11:33;232;47;2;151,82
2024-06-15 08:11:36;233;47;3;151,57
2024-06-15 08:11:39;234;47;4;150,52
2024-06-15 08:11:42;235;47;5;154,72
2024-06-15 08:11:45;236;48;1;152,45
2024-06-15 08:11:48;237;48;2;148,46
2024-06-15 08:11:51;238;48;3;151,78
2024-06-15 08:11:54;239;48;4;150,51
2024-06-15 08:11:57;240;48;5;152,78
2024-06-15 08:12:00;241;49;1;150,31
2024-06-15 08:12:03;242;49;2;151,33
2024-06-15 08:12:06;243;49;3;152,26
2024-06-15 08:12:09;244;49;4;152,8
2024-06-15 08:12:12;245;49;5;149,7
2024-06-15 08:12:15;246;50;1;151,0
2024-06-15 08:12:18;247;50;2;150,79
2024-06-15 08:12:21;248;50;3;150,52
2024-06-15 08:12:24;249;50;4;154,15
2024-06-15 08:12:27;250;50;5;152,11
2024-06-15 08:12:30;251;51;1;149,61
2024-06-15 08:12:33;252;51;2;152,88
2024-06-15 08:12:36;253;51;3;154,68
2024-06-15 08:12:39;254;51;4;153,05
2024-06-15 08:12:42;255;51;5;149,22
2024-06-15 08:12:45;256;52;1;150,77
2024-06-15 08:12:48;257;52;2;153,4
2024-06-15 08:12:51;258;52;3;150,44
2024-06-15 08:12:54;259;52;4;152,17
2024-06-15 08:12:57;260;52;5;152,66
2024-06-15 08:13:00;261;53;1;150,11
2024-06-15 08:13:03;262;53;2;151,41
2024-06-15 08:13:06;263;53;3;146,64
2024-06-15 08:13:09;264;53;4;149,96
2024-06-15 08:13:12;265;53;5;151,12
2024-06-15 08:13:15;266;54;1;149,63
2024-06-15 08:13:18;267;54;2;153,95
2024-06-15 08:13:21;268;54;3;149,35
2024-06-15 08:13:24;269;54;4;150,84
2024-06-15 08:13:27;270;54;5;151,7
2024-06-15 08:13:30;271;55;1;153,66
2024-06-15 08:13:33;272;55;2;149,35
2024-06-15 08:13:36;273;55;3;153,24
2024-06-15 08:13:39;274;55;4;151,52
2024-06-15 08:13:42;275;55;5;150,03
2024-06-15 08:13:45;276;56;1;152,19
2024-06-15 08:13:48;277;56;2;151,8
2024-06-15 08:13:51;278;56;3;150,6
2024-06-15 08:13:54;279;56;4;151,6
2024-06-15 08:13:57;280;56;5;150,92
2024-06-15 08:14:00;281;57;1;151,67
2024-06-15 08:14:03;282;57;2;152,49
2024-06-15 08:14:06;283;57;3;153,88
2024-06-15 08:14:09;284;57;4;149,64
2024-06-15 08:14:12;285;57;5;154,7
2024-06-15 08:14:15;286;58;1;148,57
2024-06-15 08:14:18;287;58;2;151,27
2024-06-15 08:14:21;288;58;3;152,38
2024-06-15 08:14:24;289;58;4;151,92
2024-06-15 08:14:27;290;58;5;150,57
2024-06-15 08:14:30;291;59;1;151,19
2024-06-15 08:14:33;292;59;2;150,76
2024-06-15 08:14:36;293;59;3;150,62
2024-06-15 08:14:39;294;59;4;152,77
2024-06-15 08:14:42;295;59;5;152,04
2024-06-15 08:14:45;296;60;1;150,46
2024-06-15 08:14:48;297;60;2;152,85
