"fecha";"temp";"hrel"
2020-01-01 00:00:00;10,2322051287451;87,796973946528
2020-01-01 00:05:00;10,0918091510636;87,8072184117586
2020-01-01 00:10:00;10,1396505148701;87,8013648986576
2020-01-01 00:15:00;10,0306215794561;87,7969158338235
2020-01-01 00:20:00;9,90119321145758;87,8119864310274
2020-01-01 00:25:00;10,2098562498346;87,7997138622856
2020-01-01 00:30:00;10,1453403587259;87,8089104252191
2020-01-01 00:35:00;10,1416493851484;87,8064646081236
2020-01-01 00:40:00;10,1160106799547;87,8073719373829
2020-01-01 00:45:00;9,95941817862925;87,8024820760137
2020-01-01 00:50:00;10,0336674901921;87,8034286155977
2020-01-01 00:55:00;9,97959684600528;87,8029215368222
2020-01-01 01:00:00;10,0603731125773;87,9308657519599
2020-01-01 01:05:00;9,89097703832706;87,9305287392725
2020-01-01 01:10:00;9,93389977156962;87,9387821984086
2020-01-01 01:15:00;9,96753639828008;87,9378959687318
2020-01-01 01:20:00;10,0198835173398;87,9322746010557
2020-01-01 01:25:00;9,93088691278902;87,9285888412004
2020-01-01 01:30:00;10,2333236107069;87,9273489185512
2020-01-01 01:35:00;9,82337348430339;87,9280483656175
2020-01-01 01:40:00;10,0058494422525;87,9306510180594
2020-01-01 01:45:00;9,9197886659258;87,9276550424822
2020-01-01 01:50:00;10,0611291919125;87,9271751532627
2020-01-01 01:55:00;10,1134577349821;87,9309313938453
2020-01-01 02:00:00;10,0862158804247;87,9995367385813
2020-01-01 02:05:00;9,98022433387307;87,9979325184316
2020-01-01 02:10:00;9,89887139897695;87,9953604862787
2020-01-01 02:15:00;9,84619936241768;87,9858560865131
2020-01-01 02:20:00;10,0672907623823;87,9924626883744
2020-01-01 02:25:00;9,78121566421555;87,9915746678346
2020-01-01 02:30:00;10,1582020048362;87,9968316923105
2020-01-01 02:35:00;9,8204897970887;87,9933095730674
2020-01-01 02:40:00;9,80302265451037;87,9954673380577
2020-01-01 02:45:00;10,0670003034197;87,9979140391392
2020-01-01 02:50:00;9,97805008591395;87,9896031188502
2020-01-01 02:55:00;9,87098473025635;87,9976840463832
