fecha;cod_ruta;leche_tipo;leche_kg;leche_temp;leche_acidez;leche_ph;leche_dens;leche_est;leche_mg;leche_prot;leche_lactosa;leche_caseina
08/03/2016;30;VACA;24700;5,6;15;6,8;1,03;12,43;3,52;3,25;4,91;2,26
09/03/2016;26;VACA;6240;4;15;6,82;1,03;12,53;3,65;3,27;4,85;2,29
09/03/2016;29;VACA;21460;4;15;6,82;1,03;11,87;3,15;3,12;4,79;2,17
09/03/2016;24;VACA;11980;6,4;14;6,82;1,03;12,53;3,54;3,28;4,92;2,33
09/03/2016;24;VACA;11160;7,5;14;6,82;1,03;12,51;3,62;3,29;4,8;2,32
09/03/2016;32;VACA;29800;2,4;15;6,82;1,03;12,46;3,43;3,3;4,96;2,34
09/03/2016;27;VACA;15380;2,4;15;6,81;1,03;12,32;3,47;3,28;4,81;2,33
09/03/2016;25;VACA;26080;7;15;6,76;1,03;13,16;4,1;3,37;4,9;2,42
09/03/2016;13;VACA;18120;4,8;16;6,82;1,03;13,11;4,17;3,29;4,84;2,35
10/03/2016;11;VACA;13620;4;15;6,82;1,03;12,54;3,62;3,27;4,94;2,34
10/03/2016;11;VACA;9920;4,8;16;6,82;1,03;12,56;3,63;3,34;4,83;2,35
10/03/2016;29;VACA;16480;5;15;6,8;1,03;12,1;3,32;3,18;4,8;2,25
10/03/2016;29;VACA;8140;5;15;6,8;1,03;11,79;3,08;3,11;4,8;2,18
10/03/2016;32;VACA;26820;4;15;6,8;1,03;12,4;3,56;3,24;4,81;2,3
10/03/2016;26;VACA;5940;5;15;6,82;1,03;12,71;3,8;3,27;4,85;2,32
10/03/2016;25;VACA;25020;5;15;6,82;1,03;13,04;3,96;3,36;4,91;2,41
11/03/2016;9;VACA;14720;4;15;6,75;1,03;12,93;3,86;3,36;4,95;2,44
11/03/2016;9;VACA;8120;4;15;6,77;1,03;12,51;3,76;3,2;4,8;2,27
11/03/2016;29;VACA;15800;3;15;6,82;1,03;11,68;2,99;3,09;4,79;2,15
11/03/2016;29;VACA;9160;5;15;6,82;1,03;12,44;3,58;3,29;4,71;2,33
11/03/2016;24;VACA;12600;5,5;15;6,83;1,03;12,44;3,42;3,28;4,94;2,35
11/03/2016;24;VACA;13400;4,6;15;6,8;1,03;12,67;3,66;3,27;4,93;2,35
11/03/2016;32;VACA;29640;2,7;15;6,8;1,03;12,39;3,36;3,29;4,96;2,36
11/03/2016;26;VACA;6000;5;15;6,1;1,03;12,69;3,79;3,26;4,84;2,3
11/03/2016;27;VACA;14820;8;15;6,81;1,03;12,32;3,48;3,26;4,77;2,3
11/03/2016;25;VACA;26060;5,4;15;6,81;1,03;13,25;4,16;3,34;4,92;2,45
12/03/2016;24;VACA;16000;6,5;15;6,8;1,03;12,41;3,52;3,28;4,83;2,32
12/03/2016;24;VACA;12080;6;15;6,82;1,03;12,45;3,59;3,28;4,84;2,32
12/03/2016;29;VACA;6700;4;14;6,83;1,03;11,89;3,11;3,1;4,82;2,19
12/03/2016;29;VACA;16900;7;14;6,86;1,03;12,22;3,43;3,21;4,74;2,29
12/03/2016;32;VACA;26540;4,5;15;6,78;1,03;12,43;3,55;3,24;4,82;2,29
12/03/2016;26;VACA;5940;4,2;15;6,82;1,03;12,52;3,66;3,24;4,83;2,29
12/03/2016;25;VACA;23760;5,5;15;6,8;1,03;13,09;4,05;3,34;4,86;2,37
12/03/2016;15;VACA;21520;5,2;15;6,78;1,03;12,4;3,53;3,3;4,9;2,36
13/03/2016;29;VACA;16800;3;14;6,82;1,03;11,63;2,96;3,03;4,79;2,11
13/03/2016;29;VACA;9400;5,5;14;6,81;1,03;12,41;3,51;3,33;4,77;2,32
13/03/2016;26;VACA;6200;4;15;6,81;1,03;12,5;3,67;3,24;4,84;2,26
13/03/2016;32;VACA;29480;2,8;15;6,82;1,03;12,44;3,44;3,26;4,92;2,31
13/03/2016;27;VACA;15060;8,5;15;6,81;1,03;12,36;3,48;3,3;4,8;2,31
13/03/2016;25;VACA;26120;5;15;6,82;1,03;13,2;4,15;3,33;4,91;2,39
13/03/2016;33;VACA;25260;5,5;15;6,83;1,03;12,4;3,31;3,29;5,05;2,34
14/03/2016;29;VACA;8640;4;15;6,8;1,03;12,33;3,42;3,28;4,81;2,32
14/03/2016;29;VACA;17200;5,8;15;6,82;1,03;11,67;2,95;3,08;4,84;2,14
14/03/2016;30;VACA;25320;3,3;15;6,82;1,03;12,27;3,34;3,23;4,89;2,3
14/03/2016;24;VACA;12500;6;15;6,84;1,03;12,5;3,56;3,27;4,91;2,32
14/03/2016;24;VACA;11960;6;15;6,83;1,03;12,41;3,38;3,29;4,95;2,35
14/03/2016;26;VACA;5520;4,4;15;6,81;1,03;12,47;3,62;3,24;4,86;2,25
14/03/2016;25;VACA;24020;4,1;15;6,8;1,03;12,99;3,98;3,33;4,89;2,43
14/03/2016;18;VACA;25400;4,7;15;6,8;1,03;12,45;3,59;3,04;4,96;2,19
14/03/2016;18;VACA;25300;7,1;16;6,75;1,03;13,09;3,81;3,54;4,99;2,57
14/03/2016;17;VACA;15720;5;15;6,8;1,03;12,46;3,6;3,29;4,88;2,37
14/03/2016;17;VACA;9020;5;15;6,8;1,03;12,39;3,55;3,15;4,98;2,24
15/03/2016;32;VACA;26360;4,5;15;6,84;1,03;12,35;3,49;3,23;4,83;2,27
15/03/2016;11;VACA;9360;6,3;15;6,82;1,03;12,24;3,54;3,13;4,79;2,2
15/03/2016;11;VACA;13300;5,6;14;6,86;1,03;12,69;3,74;3,31;4,87;2,38
15/03/2016;18;VACA;26000;6,4;16;6,74;1,03;13,08;3,78;3,56;4,95;2,58
15/03/2016;29;VACA;16640;3,5;14;6,8;1,03;11,98;3,26;3,07;4,82;2,17
15/03/2016;29;VACA;7900;4,7;15;6,82;1,03;12,4;3,53;3,27;4,77;2,3
15/03/2016;24;VACA;22840;7,8;15;6,77;1,03;12,52;3,65;3,19;4,87;2,25
15/03/2016;26;VACA;5980;4,5;15;6,8;1,03;12,55;3,68;3,25;4,86;2,29
15/03/2016;27;VACA;14780;8,3;15;6,8;1,03;12,42;3,55;3,28;4,8;2,33
15/03/2016;25;VACA;26120;5,5;15;6,8;1,03;13,14;4,1;3,33;4,91;2,42
15/03/2016;33;VACA;25740;5;15;6,8;1,03;12,3;3,25;3,26;5,06;2,33
15/03/2016;32;VACA;29600;2,4;15;6,81;1,03;12,42;3,4;3,27;4,96;2,31
16/03/2016;10;VACA;10920;5,8;15;6,8;1,03;12,25;3,55;3,19;4,74;2,24
16/03/2016;10;VACA;10720;5,2;15;6,8;1,03;12,01;3,51;3,05;4,68;2,11
16/03/2016;26;VACA;5920;4,5;15;6,78;1,03;12,52;3,7;3,22;4,79;2,26
16/03/2016;24;VACA;11840;7,8;15;6,77;1,03;12,55;3,59;3,24;4,94;2,34
16/03/2016;24;VACA;11000;6;15;6,77;1,03;12,21;3,33;3,26;4,91;2,31
16/03/2016;32;VACA;10500;4;15;6,8;1,03;12,29;3,47;3,21;4,74;2,22
16/03/2016;25;VACA;24880;5,8;20;6,75;1,03;12,93;3,9;3,32;4,91;2,37
16/03/2016;18;VACA;25500;6;15;6,79;1,03;13,07;3,83;3,53;4,9;2,52
17/03/2016;29;VACA;16240;4;15;6,84;1,03;12,29;3,47;3,25;4,74;2,3
17/03/2016;29;VACA;4020;5;15;6,84;1,03;12,22;3,46;3,16;4,74;2,21
17/03/2016;26;VACA;5840;5;15;6,81;1,03;12,57;3,74;3,21;4,8;2,25
17/03/2016;32;VACA;16400;6,3;15;6,83;1,03;12,36;3,49;3,22;4,86;2,29
17/03/2016;18;VACA;25240;6;15;6,78;1,03;13,08;3,88;3,5;4,93;2,5
17/03/2016;27;VACA;15000;5,5;15;6,78;1,03;12,4;3,55;3,27;4,79;2,3
17/03/2016;25;VACA;25880;5,6;15;6,77;1,03;13,07;4,06;3,31;4,9;2,42
17/03/2016;18;VACA;25340;5;15;6,79;1,03;13,1;3,83;3,53;4,93;2,55
17/03/2016;33;VACA;25160;4,3;15;6,81;1,03;12,33;3,24;3,28;5,07;2,32
17/03/2016;32;VACA;25300;1,6;15;6,81;1,03;12,35;3,34;3,28;4,93;2,28
18/03/2016;30;VACA;26000;5,6;15;6,8;1,03;12,31;3,6;3,16;4,76;2,2
18/03/2016;29;VACA;16620;4;14;6,83;1,03;11,91;3,17;3,05;4,82;2,14
18/03/2016;29;VACA;6820;6;15;6,8;1,03;12,26;3,33;3,24;4,88;2,3
18/03/2016;24;VACA;12360;5,2;15;6,78;1,03;12,42;3,43;3,24;4,94;2,28
18/03/2016;24;VACA;13440;4,6;15;6,77;1,03;12,81;3,92;3,2;4,86;2,27
18/03/2016;26;VACA;5460;4;15;6,81;1,03;12,63;3,88;3,16;4,76;2,21
18/03/2016;25;VACA;25200;5,6;15;6,8;1,03;12,78;3,76;3,33;4,92;2,37
18/03/2016;32;VACA;24340;4,4;15;6,8;1,03;12,36;3,57;3,2;4,79;2,22
19/03/2016;22;VACA;22000;5,7;15;6,8;1,03;12,39;3,51;3,24;4,91;2,27
19/03/2016;29;VACA;11340;4,8;15;6,82;1,03;12,31;3,51;3,24;4,74;2,25
19/03/2016;29;VACA;16500;3,2;15;6,84;1,03;11,81;3,15;3,04;4,81;2,11
19/03/2016;24;VACA;16540;7;15;6,81;1,03;12,58;3,71;3,26;4,86;2,32
19/03/2016;24;VACA;11200;6,5;15;6,8;1,03;12,36;3,62;3,21;4,75;2,24
19/03/2016;32;VACA;27580;2,8;15;6,8;1,03;12,39;3,39;3,29;4,93;2,32
19/03/2016;26;VACA;5680;2,8;15;6,8;1,03;12,65;3,85;3,21;4,82;2,24
19/03/2016;27;VACA;15340;8,2;15;6,79;1,03;12,39;3,57;3,25;4,79;2,26
19/03/2016;25;VACA;25880;5,3;15;6,8;1,03;13;4;3,3;4,92;2,37
20/03/2016;22;VACA;24120;6,4;15;6,81;1,03;12,26;3,33;3,26;4,94;2,29
20/03/2016;29;VACA;8360;8,5;15;6,83;1,03;12,21;3,32;3,27;4,85;2,31
20/03/2016;29;VACA;15740;3,1;15;6,83;1,03;11,65;3,06;3,02;4,82;2,1
20/03/2016;30;VACA;25940;7,6;15;6,81;1,03;12,24;3,47;3,17;4,85;2,21
20/03/2016;26;VACA;5920;4,5;15;6,78;1,03;12,52;3,72;3,23;4,84;2,26
20/03/2016;32;VACA;29880;6,2;15;6,79;1,03;12,24;3,46;3,18;4,81;2,22
20/03/2016;25;VACA;24920;5,4;15;6,83;1,03;12,77;3,82;3,33;4,86;2,35
21/03/2016;30;VACA;25880;5;15;6,8;1,03;12,19;3,4;3,18;4,86;2,23
21/03/2016;29;VACA;14260;5;15;6,84;1,03;11,5;2,92;3,04;4,81;2,13
21/03/2016;29;VACA;10980;4;15;6,84;1,03;11,98;3,28;3,15;4,77;2,18
21/03/2016;24;VACA;11860;7;15;6,82;1,03;12,3;3,31;3,26;4,95;2,31
21/03/2016;24;VACA;12780;7,4;15;6,82;1,03;12,55;3,63;3,26;4,9;2,32
21/03/2016;32;VACA;30320;5;15;6,8;1,03;12,3;3,31;3,28;4,92;2,33
21/03/2016;26;VACA;5840;5;15;6,8;1,03;12,55;3,71;3,24;4,83;2,27
21/03/2016;27;VACA;15400;6;15;6,81;1,03;12,34;3,51;3,25;4,8;2,29
21/03/2016;25;VACA;25700;5;15;6,8;1,03;13,09;4,06;3,32;4,93;2,38
21/03/2016;33;VACA;24960;4,8;15;6,79;1,03;11,98;3;3,23;5,05;2,31
22/03/2016;18;VACA;24680;5,8;15;6,77;1,03;12,78;3,63;3,48;4,93;2,48
22/03/2016;18;VACA;25520;7,8;16;6,75;1,03;12,29;3,35;3,27;4,93;2,32
22/03/2016;18;VACA;25100;4,5;15;6,81;1,03;13,46;4,32;3,47;4,91;2,49
22/03/2016;24;VACA;23100;7;16;6,77;1,03;12,56;3,61;3,25;4,88;2,33
22/03/2016;29;VACA;15680;8,6;15;6,78;1,03;11,64;3,02;3,05;4,85;2,16
22/03/2016;29;VACA;9580;4;15;6,78;1,03;12,29;3,43;3,27;4,81;2,35
22/03/2016;32;VACA;19260;6,1;15;6,76;1,03;12,31;3,45;3,2;4,84;2,28
22/03/2016;26;VACA;5620;4,4;15;6,8;1,03;12,67;3,8;3,25;4,81;2,27
22/03/2016;25;VACA;25360;5;15;6,82;1,03;12,88;3,87;3,35;4,93;2,4
23/03/2016;30;VACA;27220;6,3;15;6,82;1,03;12,17;3,35;3,22;4,85;2,25
23/03/2016;29;VACA;16060;5;14;6,8;1,03;11,9;3,3;3,01;4,82;2,1
23/03/2016;29;VACA;9140;4,9;14;6,8;1,03;12,43;3,66;3,22;4,69;2,26
23/03/2016;24;VACA;12020;9,6;16;6,76;1,03;12,56;3,6;3,27;4,92;2,3
23/03/2016;24;VACA;8660;6;16;6,77;1,03;12,42;3,56;3,23;4,89;2,28
23/03/2016;32;VACA;32300;2,3;15;6,8;1,03;12,39;3,4;3,31;4,93;2,33
23/03/2016;27;VACA;15460;8,4;15;6,78;1,03;12,34;3,55;3,25;4,78;2,25
23/03/2016;26;VACA;5760;4,2;15;6,8;1,03;12,32;3,51;3,23;4,8;2,26
23/03/2016;25;VACA;25640;5,1;15;6,78;1,03;13,1;4,05;3,32;4,96;2,4
23/03/2016;33;VACA;25360;5;15;6,8;1,03;12,3;3,25;3,26;5,05;2,31
24/03/2016;30;VACA;26900;5,7;15;6,8;1,03;12,14;3,31;3,23;4,83;2,25
24/03/2016;29;VACA;16660;5,2;15;6,84;1,03;11,77;3,15;2,98;4,86;2,1
24/03/2016;29;VACA;5820;5,7;15;6,84;1,03;12,34;3,5;3,23;4,81;2,28
24/03/2016;32;VACA;29500;5,4;15;6,82;1,03;12,41;3,61;3,21;4,79;2,24
24/03/2016;26;VACA;5520;4,2;15;6,82;1,03;12,57;3,75;3,22;4,82;2,23
24/03/2016;25;VACA;9040;4,8;15;6,8;1,03;12,57;3,5;3,36;4,97;2,39
24/03/2016;25;VACA;680;0;0;0;1,03;;;;;
24/03/2016;25;VACA;14540;4,8;15;6,8;1,03;12,57;3,5;3,36;4,97;2,39
25/03/2016;29;VACA;17220;4,2;15;6,8;1,03;11,99;3,27;3,01;4,93;2,15
25/03/2016;29;VACA;6080;6;15;6,78;1,03;12,52;3,72;3,27;4,68;2,28
25/03/2016;26;VACA;5940;4,5;15;6,8;1,03;12,46;3,69;3,19;4,81;2,23
25/03/2016;24;VACA;12300;7,8;15;6,82;1,03;12,42;3,46;3,26;4,97;2,34
25/03/2016;24;VACA;13500;5;15;6,78;1,03;12,5;3,58;3,23;4,92;2,29
25/03/2016;32;VACA;30580;3;15;6,8;1,03;12,34;3,37;3,29;4,91;2,33
25/03/2016;27;VACA;15120;8;15;6,81;1,03;12,42;3,57;3,28;4,83;2,34
25/03/2016;25;VACA;25660;5,2;15;6,79;1,03;13,1;4,06;3,32;4,95;2,4
26/03/2016;22;VACA;25360;6;15;6,8;1,03;12,3;3,38;3,26;4,95;2,31
26/03/2016;30;VACA;26100;6,3;15;6,85;1,03;12,37;3,6;3,17;4,79;2,24
26/03/2016;29;VACA;16760;3,6;15;6,8;1,03;11,72;3,1;3;4,84;2,09
26/03/2016;29;VACA;8040;7;15;6,78;1,03;12,37;3,6;3,22;4,73;2,28
26/03/2016;24;VACA;16320;7,4;15;6,78;1,03;12,29;3,52;3,22;4,84;2,27
26/03/2016;24;VACA;13020;6,7;15;6,76;1,03;12,44;3,57;3,26;4,82;2,31
26/03/2016;32;VACA;25400;6;15;6,8;1,03;12,36;3,57;3,18;4,81;2,2
26/03/2016;26;VACA;5840;4;15;6,79;1,03;12,6;3,8;3,2;4,81;2,23
26/03/2016;25;VACA;24880;5,8;16;6,78;1,03;12,88;3,86;3,35;4,9;2,38
27/03/2016;22;VACA;24100;6,7;15;6,81;1,03;12,36;3,39;3,27;4,96;2,3
27/03/2016;29;VACA;16840;4;15;6,81;1,03;11,98;3,31;3,1;4,78;2,17
27/03/2016;29;VACA;8700;4,5;15;6,82;1,03;12,33;3,59;3,2;4,72;2,24
27/03/2016;30;VACA;26560;7,8;15;6,8;1,03;12,27;3,48;3,16;4,86;2,22
27/03/2016;27;VACA;14480;8;15;6,8;1,03;12,41;3,6;3,25;4,78;2,28
27/03/2016;26;VACA;5680;4,4;15;6,8;1,03;12,51;3,71;3,2;4,83;2,24
27/03/2016;32;VACA;29860;2,6;15;6,79;1,03;12,34;3,36;3,28;4,9;2,29
27/03/2016;25;VACA;25420;5;15;6,81;1,03;13,13;4,1;3,31;4,92;2,4
27/03/2016;33;VACA;26020;5;15;6,8;1,03;12,25;3,25;3,23;5,04;2,27
28/03/2016;29;VACA;16540;4,8;15;6,8;1,03;12,14;3,4;3,12;4,8;2,18
28/03/2016;29;VACA;8420;6,3;15;6,8;1,03;12,35;3,51;3,22;4,78;2,28
28/03/2016;24;VACA;12000;8;15;6,78;1,03;12,18;3,35;3,23;4,84;2,26
28/03/2016;24;VACA;12500;7,5;15;6,81;1,03;12,35;3,46;3,25;4,9;2,31
28/03/2016;32;VACA;26120;5,4;16;6,77;1,03;12,18;3,42;3,17;4,82;2,21
28/03/2016;26;VACA;6060;4,2;15;6,84;1,03;12,49;3,66;3,19;4,86;2,21
28/03/2016;25;VACA;24640;5,2;15;6,82;1,03;12,96;3,9;3,38;4,91;2,41
28/03/2016;18;VACA;25200;5;15;6,82;1,03;12,88;3,6;3,58;4,93;2,53
28/03/2016;18;VACA;25520;6;15;6,82;1,03;12,89;3,62;3,56;4,98;2,52
29/03/2016;30;VACA;27000;6,4;15;6,8;1,03;12,44;3,66;3,2;4,84;2,21
29/03/2016;29;VACA;16340;3,7;15;6,82;1,03;12,04;3,45;3,04;4,72;2,11
29/03/2016;29;VACA;8520;5;15;6,79;1,03;12,36;3,69;3,22;4,65;2,25
29/03/2016;24;VACA;23040;6,8;15;6,81;1,03;12,5;3,64;3,22;4,87;2,3
29/03/2016;32;VACA;30220;2,7;16;6,8;1,03;12,3;3,31;3,32;4,96;2,35
29/03/2016;26;VACA;5820;4,1;15;6,83;1,03;12,45;3,71;3,21;4,85;2,22
29/03/2016;27;VACA;15120;8,2;15;6,8;1,03;12,45;3,63;3,27;4,81;2,28
29/03/2016;25;VACA;25120;5,5;15;6,81;1,03;13,1;4,11;3,34;4,93;2,39
29/03/2016;33;VACA;26360;5;15;6,8;1,03;11,54;2,9;3,12;4,82;2,13
29/03/2016;18;VACA;25200;6;15;6,82;1,03;13,03;3,81;3,56;4,94;2,53
29/03/2016;18;VACA;26140;7;15;6,82;1,03;12,78;3,53;3,56;5;2,55
30/03/2016;30;VACA;26100;6,6;15;6,82;1,03;11,74;3,24;3,09;4,71;2,09
30/03/2016;29;VACA;16520;4,8;15;6,82;1,03;11,8;3,27;2,91;4,8;2,06
30/03/2016;29;VACA;6380;7;14;6,85;1,03;12,26;3,52;3,25;4,75;2,27
30/03/2016;32;VACA;27480;5,5;15;6,81;1,03;12,24;3,47;3,19;4,84;2,24
30/03/2016;24;VACA;11980;6,5;15;6,82;1,03;12,29;3,52;3,21;4,82;2,27
30/03/2016;24;VACA;10500;6,8;15;6,8;1,03;12,33;3,43;3,3;4,91;2,35
30/03/2016;26;VACA;5760;5;15;6,81;1,03;12,44;3,65;3,21;4,83;2,25
30/03/2016;25;VACA;25280;5;15;6,8;1,03;13;3,94;3,36;4,96;2,41
31/03/2016;18;VACA;25580;6,5;16;6,78;1,03;12,54;3,43;3,52;4,88;2,47
31/03/2016;30;VACA;26900;4,6;14;6,85;1,03;12,36;3,57;3,22;4,85;2,22
31/03/2016;29;VACA;16980;4;15;6,82;1,03;11,95;3,43;2,94;4,81;2,07
31/03/2016;29;VACA;6120;4,9;15;6,83;1,03;12,38;3,65;3,23;4,73;2,21
31/03/2016;32;VACA;29820;3,3;15;6,81;1,03;12,35;3,34;3,3;4,98;2,3
31/03/2016;27;VACA;15540;7,8;15;6,79;1,03;12,3;3,54;3,24;4,81;2,25
31/03/2016;26;VACA;5480;4;15;6,78;1,03;12,41;3,68;3,19;4,79;2,24
31/03/2016;25;VACA;23080;5,2;15;6,81;1,03;13,11;4,09;3,36;4,94;2,43
31/03/2016;18;VACA;25160;6,3;15;6,8;1,03;12,82;3,58;3,57;4,96;2,54
31/03/2016;33;VACA;26180;5;15;6,81;1,03;12,06;3,14;3,2;5,04;2,27
01/04/2016;29;VACA;16140;3,5;15;6,82;1,03;11,61;3,05;2,94;4,85;2,02
01/04/2016;29;VACA;6020;9,2;14;6,86;1,03;12,18;3,48;3,2;4,69;2,23
01/04/2016;24;VACA;11960;6,9;15;6,82;1,03;12,16;3,37;3,21;4,87;2,22
01/04/2016;24;VACA;13460;4,7;15;6,83;1,03;12,52;3,64;3,21;4,94;2,27
01/04/2016;32;VACA;27160;8,2;15;6,77;1,03;12,17;3,42;3,2;4,83;2,22
01/04/2016;26;VACA;5360;4,2;15;6,82;1,03;12,74;3,93;3,24;4,78;2,27
01/04/2016;25;VACA;23160;5,7;15;6,8;1,03;13,03;3,98;3,36;4,95;2,42
02/04/2016;24;VACA;15960;6,5;15;6,8;1,03;12,47;3,67;3,21;4,85;2,22
02/04/2016;24;VACA;11660;6,6;15;6,78;1,03;12,43;3,64;3,25;4,79;2,27
02/04/2016;30;VACA;26160;4,9;15;6,83;1,03;12,41;3,65;3,19;4,84;2,21
02/04/2016;22;VACA;24720;6,2;15;6,8;1,03;12,42;3,59;3,24;4,89;2,28
02/04/2016;29;VACA;16220;4,1;15;6,82;1,03;11,69;3,14;3,03;4,8;2,09
02/04/2016;29;VACA;7760;4,5;15;6,8;1,03;12,2;3,48;3,24;4,74;2,23
02/04/2016;32;VACA;29060;2,9;15;6,8;1,03;12,43;3,4;3,34;4,98;2,36
02/04/2016;26;VACA;5440;4,2;15;6,81;1,03;12,63;3,87;3,2;4,8;2,25
02/04/2016;27;VACA;14980;7,4;15;6,79;1,03;13,94;4,87;3,35;4,91;2,65
02/04/2016;25;VACA;25040;5,2;15;6,78;1,03;13,08;4,12;3,29;4,91;2,34
03/04/2016;29;VACA;16280;4;14;6,85;1,03;11,69;3,1;3,04;4,79;2,06
03/04/2016;29;VACA;10320;6;15;6,82;1,03;12,33;3,59;3,22;4,77;2,24
03/04/2016;32;VACA;26660;6,3;15;6,79;1,03;12,23;3,49;3,19;4,82;2,22
03/04/2016;22;VACA;24100;6,4;15;6,81;1,03;12,56;3,61;3,27;4,98;2,29
03/04/2016;30;VACA;26180;8,1;15;6,78;1,03;12,25;3,53;3,14;4,84;2,2
03/04/2016;26;VACA;5360;4,4;15;6,8;1,03;12,65;3,92;3,17;4,77;2,21
03/04/2016;25;VACA;23780;5,1;15;6,81;1,03;12,96;3,98;3,36;4,92;2,36
03/04/2016;18;VACA;24599;7;15;6,8;1,03;13,01;3,76;3,54;5,01;2,51
03/04/2016;18;VACA;25240;6,4;15;6,8;1,03;12,88;3,68;3,56;4,92;2,52
04/04/2016;30;VACA;26020;7;14;6,86;1,03;12,27;3,48;3,18;4,88;2,21
04/04/2016;29;VACA;17560;4;15;6,84;1,03;11,7;3,07;3,08;4,83;2,12
04/04/2016;29;VACA;11220;5,2;15;6,84;1,03;12,17;3,48;3,19;4,74;2,2
04/04/2016;32;VACA;29680;2,7;15;6,81;1,03;12,43;3,4;3,33;4,96;2,33
04/04/2016;24;VACA;11780;5,7;14;6,85;1,03;12,24;3,49;3,19;4,83;2,22
04/04/2016;24;VACA;12540;6,6;15;6,81;1,03;12,48;3,64;3,26;4,87;2,31
04/04/2016;27;VACA;14700;7,8;15;6,81;1,03;12,45;3,64;3,28;4,77;2,3
04/04/2016;26;VACA;5720;4,2;15;6,83;1,03;12,69;3,9;3,2;4,84;2,26
04/04/2016;25;VACA;25340;6,4;15;6,82;1,03;13,13;4,12;3,34;4,93;2,41
04/04/2016;18;VACA;25660;6;15;6,8;1,03;12,87;3,66;3,57;4,89;2,54
04/04/2016;18;VACA;26300;8;15;6,79;1,03;12,84;3,59;3,56;5,02;2,55
04/04/2016;18;VACA;25540;5,3;15;6,83;1,03;12,24;3,35;3,23;4,95;2,23
04/04/2016;18;VACA;24500;7,6;15;6,82;1,03;13,01;3,82;3,53;4,98;2,51
05/04/2016;29;VACA;16420;3,6;15;6,82;1,03;11,5;2,93;3,06;4,81;2,11
05/04/2016;29;VACA;9220;7,3;15;6,82;1,03;12,05;3,37;3,2;4,71;2,24
05/04/2016;24;VACA;22700;4,4;15;6,79;1,03;12,64;3,78;3,19;4,92;2,28
05/04/2016;32;VACA;26800;5,8;16;6,82;1,03;12,21;3,41;3,21;4,85;2,26
05/04/2016;26;VACA;5500;4,2;15;6,83;1,03;12,63;3,81;3,23;4,86;2,29
05/04/2016;25;VACA;23980;5,1;15;6,83;1,03;12,94;3,93;3,36;4,94;2,42
06/04/2016;30;VACA;27120;6,8;14;6,83;1,03;11,93;3,24;3,2;4,84;2,19
06/04/2016;29;VACA;15980;3,4;14;6,85;1,03;11,74;3,11;3,11;4,82;2,15
06/04/2016;29;VACA;9220;5,2;14;6,85;1,03;12,24;3,47;3,25;4,74;2,26
06/04/2016;24;VACA;11420;5,7;14;6,84;1,03;12,32;3,57;3,18;4,83;2,24
06/04/2016;24;VACA;11540;5,8;14;6,84;1,03;12,65;3,76;3,27;4,85;2,29
06/04/2016;32;VACA;29840;2,6;15;6,83;1,03;12,34;3,36;3,29;4,95;2,31
06/04/2016;26;VACA;5380;5;15;6,82;1,03;12,65;3,87;3,2;4,81;2,24
06/04/2016;27;VACA;14680;5;15;6,82;1,03;12,49;3,67;3,29;4,8;2,3
06/04/2016;25;VACA;25520;5;14;6,8;1,03;13,12;4,15;3,3;4,94;2,37
06/04/2016;18;VACA;24920;5;15;6,8;1,03;12,82;3,62;3,58;4,93;2,54
07/04/2016;18;VACA;26100;4,7;15;6,82;1,03;12,3;3,33;3,28;5;2,3
07/04/2016;18;VACA;26060;6;15;6,84;1,03;13,01;3,8;3,57;4,95;2,56
07/04/2016;30;VACA;25800;5;14;6,85;1,03;12,26;3,39;3,27;4,91;2,33
07/04/2016;29;VACA;16680;4,1;15;6,86;1,03;11,73;3,09;3,09;4,88;2,2
07/04/2016;29;VACA;7400;7,2;15;6,85;1,03;12,22;3,46;3,2;4,82;2,32
07/04/2016;32;VACA;26240;6,5;15;6,8;1,03;12,19;3,45;3,18;4,81;2,24
07/04/2016;26;VACA;5460;4;15;6,8;1,03;12,51;3,74;3,2;4,82;2,3
07/04/2016;25;VACA;22820;4,4;15;6,82;1,03;12,91;3,92;3,37;4,94;2,43
07/04/2016;18;VACA;24960;6,9;15;6,8;1,03;12,93;3,68;3,57;5,02;2,57
07/04/2016;18;VACA;26100;6,4;15;6,8;1,03;12,64;3,31;3,62;5,01;2,61
08/04/2016;29;VACA;15760;3,3;14;6,86;1,03;11,39;2,76;3,07;4,9;2,19
08/04/2016;29;VACA;8920;6,3;14;6,85;1,03;12,25;3,64;3,17;4,62;2,23
08/04/2016;24;VACA;12440;6,1;15;6,8;1,03;12,02;3,32;3,16;4,84;2,23
08/04/2016;24;VACA;13360;5,4;15;6,81;1,03;12,59;3,69;3,2;4,91;2,29
08/04/2016;32;VACA;29320;3;15;6,82;1,03;12,38;3,42;3,27;4,97;2,3
08/04/2016;26;VACA;5460;4,1;15;6,8;1,03;12,63;3,85;3,2;4,81;2,24
08/04/2016;27;VACA;15040;8;15;6,8;1,03;12,49;3,68;3,27;4,81;2,3
08/04/2016;25;VACA;25280;5;14;6,84;1,03;13,02;4,06;3,28;4,93;2,41
08/04/2016;30;VACA;25960;4,5;15;6,84;1,03;11,98;3,17;3,24;4,89;2,28
09/04/2016;22;VACA;25320;6;15;6,84;1,03;12,44;3,35;3,23;4,83;2,31
